상품명,URL,요약정보,여행도시,리뷰_평균점수,식사,가성비,가이드,숙소,일정,이동수단,상품명_리뷰수, 10대 이하,20대,30대,40대,50대,60대 이상 ,가족여행,나혼자,단체여행,친구들과,커플
[$210상당특전/고래상어투어+노쇼핑+노팁+왕복픽업] 세부 제이파크 막탄스윗가든(2박) 3박5일,https://www.modetour.com/package/86750475,"3박5일,제주항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함",세부,4.8,0,0,2,0,0,0,7,0,0,0,1,1,0,2,0,0,0,0
[$210상당특전/고래상어투어+노쇼핑+노팁+왕복픽업] 세부 티샤인 디럭스 3박5일,https://www.modetour.com/package/90804964,"3박5일,제주항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함",세부,4.8,0,0,2,0,0,0,7,0,0,0,1,1,0,2,0,0,0,0
[$220상당특전/노옵션] 다낭/호이안/1일선택 3박4일 [5성호텔/휴양형],https://www.modetour.com/package/87669345,"3박4일,제주항공직항,쇼핑 3회,가이드 경비$40,선택관광없음,자유일정포함","다낭, 호이안",4.7,0,0,0,0,0,0,440,0,12,25,72,90,58,148,2,12,69,26
[$220상당특전/노옵션] 다낭/호이안/1일선택 3박4일 [미케비치 4성/휴양형],https://www.modetour.com/package/87624805,"3박4일,비엣젯 항공직항,쇼핑 3회,가이드 경비$40,선택관광없음,자유일정포함","다낭, 호이안",4.8,130,28,988,122,312,112,1850,4,52,114,214,250,160,492,18,42,150,92
[$220상당특전/노옵션] 다낭/호이안/1일선택 3박5일 [5성호텔/휴양형],https://www.modetour.com/package/87574834,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광없음,자유일정포함","다낭, 호이안",4.7,0,0,0,0,0,0,3080,0,84,175,504,630,406,1036,14,84,483,182
[$220상당특전/노옵션] 다낭/호이안/1일선택 3박5일 [미케비치 4성/휴양형],https://www.modetour.com/package/88041512,"3박5일,에어서울직항,쇼핑 3회,가이드 경비$40,선택관광없음,자유일정포함","다낭, 호이안",4.8,585,126,4446,549,1404,504,8325,18,234,513,963,1125,720,2214,81,189,675,414
[$220상당특전/호핑+노쇼핑+노팁+워터파크+18시체크아웃] 세부 솔레아 리조트 프리미어씨티뷰 3박5일,https://www.modetour.com/package/86751682,"3박5일,제주항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함",세부,4.5,21,3,66,33,18,12,168,0,9,48,69,18,3,120,0,0,12,15
[$230상당특전/호핑/반딧불] 코타키나발루 그란디스(슈페리어) 5일,https://www.modetour.com/package/86884627,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/반딧불] 코타키나발루 르메르디앙(어반) 3박5일,https://www.modetour.com/package/86884687,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/반딧불] 코타키나발루 머큐어(슈페리어) 3박5일,https://www.modetour.com/package/86884567,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/반딧불] 코타키나발루 밍가든(슈페리어) 5일,https://www.modetour.com/package/86884807,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/반딧불] 코타키나발루 시내특급 메리어트 3박5일,https://www.modetour.com/package/86884547,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/반딧불] 코타키나발루 시타딘(스튜디오프리미어) 3박5일,https://www.modetour.com/package/86884587,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/반딧불] 코타키나발루 프로메네이드(슈페리어) 5일,https://www.modetour.com/package/86884607,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/반딧불] 코타키나발루 힐튼(게스트) 3박5일,https://www.modetour.com/package/86884667,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/시내관광/반딧불] 코타키나발루 샹그릴라 탄중아루(키나윙 씨뷰) 3박5일,https://www.modetour.com/package/92973183,"3박5일,에어아시아직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/시내관광/반딧불] 코타키나발루 수트라하버 마젤란 디럭스가든 3박5일,https://www.modetour.com/package/92973178,"3박5일,에어아시아직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/시내관광/반딧불] 코타키나발루 수트라하버 퍼시픽 디럭스 골프뷰 3박5일,https://www.modetour.com/package/92973180,"3박5일,에어아시아직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$230상당특전/호핑/시내관광/반딧불] 코타키나발루 준특급 3박5일,https://www.modetour.com/package/92973181,"3박5일,에어아시아직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",코타키나발루,4.6,10,3,90,23,31,10,157,0,7,6,14,26,14,32,0,1,27,7
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 3박5일 [노보텔-슈페리어/쇼핑2회],https://www.modetour.com/package/96435415,"3박5일,제주항공직항,쇼핑 2회,가이드 경비$50,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,12,0,8,0,28,0,0,4,8,16,0,16,0,0,8,4
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 3박5일 [소나가 리조트/쇼핑2회],https://www.modetour.com/package/96431229,"3박5일,제주항공직항,쇼핑 2회,가이드 경비$50,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,12,0,8,0,28,0,0,4,8,16,0,16,0,0,8,4
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 3박5일 [솔바이멜리아/쇼핑2회],https://www.modetour.com/package/95456511,"3박5일,제주항공직항,쇼핑 2회,가이드 경비$50,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,12,0,8,0,28,0,0,4,8,16,0,16,0,0,8,4
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 3박5일 [풀만-디럭스가든/쇼핑2회],https://www.modetour.com/package/96434484,"3박5일,제주항공직항,쇼핑 2회,가이드 경비$50,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,12,0,8,0,28,0,0,4,8,16,0,16,0,0,8,4
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 4박6일 [노보텔-슈페리어/쇼핑2회],https://www.modetour.com/package/96435418,"4박6일,비엣젯 항공직항,쇼핑 2회,가이드 경비$60,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,3,0,2,0,7,0,0,1,2,4,0,4,0,0,2,1
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 4박6일 [소나가 리조트/쇼핑2회],https://www.modetour.com/package/96431232,"4박6일,비엣젯 항공직항,쇼핑 2회,가이드 경비$60,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,3,0,2,0,7,0,0,1,2,4,0,4,0,0,2,1
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 4박6일 [솔바이멜리아/쇼핑2회],https://www.modetour.com/package/95456513,"4박6일,비엣젯 항공직항,쇼핑 2회,가이드 경비$60,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,3,0,2,0,7,0,0,1,2,4,0,4,0,0,2,1
[$250상당 식사+옵션포함][오션뷰UP+맛집투어+3대 야경투어+전신마사지]푸꾸옥 NEW패키지 4박6일 [풀만-디럭스가든/쇼핑2회],https://www.modetour.com/package/96434487,"4박6일,비엣젯 항공직항,쇼핑 2회,가이드 경비$60,선택관광있음,자유일정포함",푸꾸옥,3.9,0,0,3,0,2,0,7,0,0,1,2,4,0,4,0,0,2,1
[$250상당특전/노옵션/스위트룸투숙] 다낭/바나힐/호이안 3박4일 [5성 그랜드머큐어호텔],https://www.modetour.com/package/92586316,"3박4일,제주항공직항,쇼핑 2회,가이드 경비$40,선택관광없음,자유일정포함","다낭, 호이안",4.8,7,2,98,15,26,10,160,0,6,15,49,46,30,99,0,7,34,6
[$250상당특전/노옵션/스위트룸투숙] 다낭/바나힐/호이안 3박5일 [5성 그랜드머큐어호텔],https://www.modetour.com/package/92586348,"3박5일,에어서울직항,쇼핑 2회,가이드 경비$40,선택관광없음,자유일정포함","다낭, 호이안",4.8,35,10,490,75,130,50,800,0,30,75,245,230,150,495,0,35,170,30
[$270상당특전/노옵션/산호섬] 방콕/파타야 5일 (4성급호텔/마사지3종/왓아룬/아이콘시암),https://www.modetour.com/package/95533889,"3박5일,에어부산직항,쇼핑 3회,가이드 경비$40,선택관광없음","방콕, 파타야",4.816666667,8,2,86,8,25,4,144,0,8,10,45,53,24,52,0,8,60,20
[$270상당특전/노옵션/산호섬] 방콕/파타야 5일 (5성급호텔/마사지3종/왓아룬/아이콘시암),https://www.modetour.com/package/92512953,"3박5일,에어부산직항,쇼핑 3회,가이드 경비$40,선택관광없음","방콕, 파타야",4.8,12,3,111,12,33,6,198,0,12,6,63,75,36,69,0,12,81,30
[$270상당특전/노옵션/산호섬] 방콕/파타야 5일 [4성/마사지3종/왓아룬(내부)/아이콘시암],https://www.modetour.com/package/91473191,"3박5일,에어부산직항,쇼핑 3회,가이드 경비$40,선택관광없음,자유일정포함","방콕, 파타야",4.7,8,2,74,8,38,4,124,0,4,18,34,40,22,62,6,4,38,8
[$270상당특전/노옵션/산호섬] 방콕/파타야 5일 [로얄오키드쉐라톤*5성/마사지3종/왓아룬(내부)/아이콘시암],https://www.modetour.com/package/91478204,"3박5일,에어부산직항,쇼핑 3회,가이드 경비$40,선택관광없음,자유일정포함","방콕, 파타야",4.7,8,2,74,8,38,4,124,0,4,18,34,40,22,62,6,4,38,8
[$275상당특전-아쿠아스파 포함] 다낭/호이안/바나힐 3박5일 [4성호텔],https://www.modetour.com/package/95515834,"3박5일,에어서울직항,쇼핑 3회,가이드 경비$40,선택관광있음","다낭, 호이안",4.758651956,1070,330,8631,1331,3040,930,15771,20,630,1040,2370,2780,1550,5270,140,380,1720,880
[$275상당특전-아쿠아스파 포함] 다낭/호이안/바나힐 3박5일 [5성 알란씨],https://www.modetour.com/package/93717833,"3박5일,에어서울직항,쇼핑 3회,가이드 경비$40,선택관광있음","다낭, 호이안",4.7,0,0,0,0,0,0,2640,0,72,150,432,540,348,888,12,72,414,156
[$290상당특전/노옵션] 다낭/후에/호이안/바나힐 3박4일 [4성호텔/관광형],https://www.modetour.com/package/87624893,"3박4일,비엣젯 항공직항,쇼핑 3회,가이드 경비$40,선택관광없음","다낭, 후에, 호이안, 호이안, 다낭, 후에",4.8,130,28,988,122,312,112,1850,4,52,114,214,250,160,492,18,42,150,92
[$290상당특전/노옵션] 다낭/후에/호이안/바나힐 3박4일 [5성호텔/관광형],https://www.modetour.com/package/87625904,"3박4일,비엣젯 항공직항,쇼핑 3회,가이드 경비$40,선택관광없음","호이안, 다낭, 후에",4.7,0,0,0,0,0,0,440,0,12,25,72,90,58,148,2,12,69,26
[$290상당특전/노옵션] 다낭/후에/호이안/바나힐 3박5일 [4성호텔/관광형],https://www.modetour.com/package/88041603,"3박5일,에어서울직항,쇼핑 3회,가이드 경비$40,선택관광없음","다낭, 후에, 호이안, 호이안, 다낭, 후에",4.8,455,98,3458,427,1092,392,6475,14,182,399,749,875,560,1722,63,147,525,322
[$290상당특전/노옵션] 다낭/후에/호이안/바나힐 3박5일 [5성호텔/관광형],https://www.modetour.com/package/88042782,"3박5일,에어서울직항,쇼핑 3회,가이드 경비$40,선택관광없음","호이안, 다낭, 후에",4.7,0,0,0,0,0,0,2640,0,72,150,432,540,348,888,12,72,414,156
[$290상당특전/노옵션] 다낭/후에/호이안/바나힐 3박5일 [미케비치 4성/관광형],https://www.modetour.com/package/87636094,"3박5일,아시아나 항공직항,쇼핑 3회,가이드 경비$40,선택관광없음","다낭, 후에, 호이안, 호이안, 다낭, 후에",4.8,130,28,988,122,312,112,1850,4,52,114,214,250,160,492,18,42,150,92
[$290상당특전/노옵션] 다낭/후에/호이안/바나힐 4박6일 [4성호텔/관광형],https://www.modetour.com/package/91299761,"4박6일,에어프레미아직항,쇼핑 3회,가이드 경비$50,선택관광없음,자유일정포함","호이안, 다낭, 후에",4.8,65,14,494,61,156,56,925,2,26,57,107,125,80,246,9,21,75,46
[$340상당특전/호핑+노쇼핑+노팁+22시체크아웃] 세부 제이파크 디럭스가든 3박5일,https://www.modetour.com/package/86750048,"3박5일,제주항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함",세부,4.5,21,3,66,33,18,12,168,0,9,48,69,18,3,120,0,0,12,15
[$55상당특전+아동반값] 두짓타니 디럭스가든 3박5일,https://www.modetour.com/package/86738368,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.6,24,15,129,36,45,9,309,0,18,27,57,42,15,84,3,9,36,27
[$55상당특전/시내관광+발마사지+아동반값] 세부 샹그릴라 디럭스(메인윙) 3박5일,https://www.modetour.com/package/86775266,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.6,16,10,86,24,30,6,206,0,12,18,38,28,10,56,2,6,24,18
[$55상당특전/시내관광+발마사지+아동반값] 세부 쉐라톤 오션룸(무료UP) 3박5일,https://www.modetour.com/package/86748852,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.6,24,15,129,36,45,9,309,0,18,27,57,42,15,84,3,9,36,27
[$55상당특전/시내관광+발마사지+아동반값] 세부 플랜테이션베이 풀사이드룸 3박5일,https://www.modetour.com/package/93529276,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.569127517,20,12,122,36,48,6,298,0,14,24,60,38,12,84,2,14,30,18
[$55상당특전/시내관광+발마사지] 세부 알테라 디럭스 3박5일,https://www.modetour.com/package/95542849,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.56119403,24,15,141,44,47,9,335,0,18,27,61,52,19,94,3,11,42,27
[$55상당특전/시내관광+발마사지] 세부 티샤인 디럭스 3박5일,https://www.modetour.com/package/95542014,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.1,0,0,12,8,2,0,26,0,0,0,4,10,4,10,0,2,6,0
[$55상당특전] 세부 비(BE) 쿨룸 3박5일,https://www.modetour.com/package/86751730,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.6,24,15,129,36,45,9,309,0,18,27,57,42,15,84,3,9,36,27
[$55상당특전] 세부 솔레아 프리미어씨티뷰 3박5일 [리조트디너1회/워터파크],https://www.modetour.com/package/86758898,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.6,24,15,129,36,45,9,309,0,18,27,57,42,15,84,3,9,36,27
[0510 홈앤쇼핑][호핑+바나나보트+시내관광] 보홀 라메디 디럭스룸 3박5일,https://www.modetour.com/package/96203773,"3박5일,진에어직항,쇼핑 2회,가이드 경비$50,선택관광있음,자유일정포함",보홀,4.3,0,0,5,2,1,0,12,0,1,1,2,6,0,4,1,0,3,2
[0510 홈앤쇼핑][호핑+바나나보트+시내관광] 보홀 헤난 알로나 디럭스룸 3박5일,https://www.modetour.com/package/96203771,"3박5일,진에어직항,쇼핑 2회,가이드 경비$50,선택관광있음,자유일정포함",보홀,4.3,0,0,5,2,1,0,12,0,1,1,2,6,0,4,1,0,3,2
[0528현대LIVE][노쇼핑](101전망대/천등체험/특식4회+펑리수제공)대만/단수이/예류/스펀/지우펀 5일,https://www.modetour.com/package/95920707,"3박5일,진에어직항,쇼핑 없음,가이드 경비$40,선택관광있음","기륭, 단수이, 타이페이",4.7,2,0,24,2,4,2,30,0,4,0,6,16,4,16,0,4,8,2
[10명이상 인솔자동반][노옵션+노팁] 하노이+하롱베이+옌뜨 5일 [5성],https://www.modetour.com/package/94786698,"3박5일,대한항공직항,쇼핑 2회,가이드 경비없음,선택관광없음","하노이, 하롱베이",4.8,0,0,2,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0
[10명이상 인솔자동반][빈원더스/사파리+패스트트랙+야경투어+케이블카+특식5회] 푸꾸옥 패키지 3박5일 [쉐라톤/쇼핑1회],https://www.modetour.com/package/95388027,"3박5일,제주항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,4.8,0,0,12,0,4,0,24,0,0,4,8,8,4,12,0,0,4,8
[10명이상 인솔자동반][세미팩][노쇼핑/노옵션/노팁] 하노이+사파 3박5일 [슬리핑버스],https://www.modetour.com/package/94874159,"3박5일,아시아나 항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,자유일정포함","사파, 하노이",4.8,0,0,4,0,0,0,8,0,0,0,0,2,2,2,0,2,0,0
[10명이상 인솔자동반]베트남+캄보디아 6일 [노옵션/크루즈/비자포함],https://www.modetour.com/package/94863004,"4박6일,비엣젯 항공경유,쇼핑 4회,가이드 경비$60,선택관광없음","씨엠립, 하롱베이, 하노이",4.5,4,1,22,7,8,0,45,0,2,2,2,11,16,13,0,4,13,3
[170$상당 선택관광+비자포함] 베트남+캄보디아 6일 [노옵션/크루즈/5성],https://www.modetour.com/package/89397854,"4박6일,비엣젯 항공경유,쇼핑 4회,가이드 경비$60,선택관광없음","씨엠립, 하롱베이, 하노이",4.5,4,1,22,7,8,0,45,0,2,2,2,11,16,13,0,4,13,3
